,title,cast,director,keywords,genres,fea
2167,Nerve,"['emmaroberts', 'davefranco', 'emilymeade', 'milesheizer', 'juliettelewis']",henryjoost,"['basedonnovel', 'technology', 'internet', 'hacking', 'teenager']","['mystery', 'adventure', 'crime']",basedonnovel technology internet hacking teenager emmaroberts davefranco emilymeade milesheizer juliettelewis henryjoost mystery adventure crime
2168,Appaloosa,"['viggomortensen', 'edharris', 'renéezellweger', 'jeremyirons', 'timothyspall']",edharris,"['smalltown', 'rancher']","['drama', 'western', 'crime']",smalltown rancher viggomortensen edharris renéezellweger jeremyirons timothyspall edharris drama western crime
2169,Vampires,"['jameswoods', 'danielbaldwin', 'sheryllee', 'thomasiangriffith', 'maximilianschell']",johncarpenter,"['basedonnovel', 'newmexico', 'party', 'vampirehunter', 'revenge']","['action', 'drama', 'fantasy', 'horror', 'thriller']",basedonnovel newmexico party vampirehunter revenge jameswoods danielbaldwin sheryllee thomasiangriffith maximilianschell johncarpenter action drama fantasy horror thriller
2170,Psycho,"['anthonyperkins', 'veramiles', 'johngavin', 'janetleigh', 'martinbalsam']",alfredhitchcock,"['hotel', 'clerk', 'arizona', 'shower', 'rain']","['drama', 'horror', 'thriller']",hotel clerk arizona shower rain anthonyperkins veramiles johngavin janetleigh martinbalsam alfredhitchcock drama horror thriller
2171,My Best Friend's Girl,"['danecook', 'katehudson', 'alecbaldwin', 'jasonbiggs', 'diorabaird']",howarddeutch,"['date', 'sex', 'bar', 'test', 'friendship']","['romance', 'comedy']",date sex bar test friendship danecook katehudson alecbaldwin jasonbiggs diorabaird howarddeutch romance comedy
2172,Endless Love,"['alexpettyfer', 'gabriellawilde', 'robertpatrick', 'rhyswakefield', 'emmarigby']",shanafeste,['teenageromance'],"['drama', 'romance']",teenageromance alexpettyfer gabriellawilde robertpatrick rhyswakefield emmarigby shanafeste drama romance
2173,Georgia Rule,"['janefonda', 'lindsaylohan', 'felicityhuffman', 'dermotmulroney', 'caryelwes']",garrymarshall,"['grandmothergranddaughterrelationship', 'promiscuity', 'motherdaughterrelationship', 'summer', 'teenager']","['comedy', 'drama', 'romance']",grandmothergranddaughterrelationship promiscuity motherdaughterrelationship summer teenager janefonda lindsaylohan felicityhuffman dermotmulroney caryelwes garrymarshall comedy drama romance
2174,Under the Rainbow,"['chevychase', 'carriefisher', 'evearden', 'josephmaher', 'robertdonner']",steverash,[],['comedy'], chevychase carriefisher evearden josephmaher robertdonner steverash comedy
2175,Ladyhawke,"['matthewbroderick', 'rutgerhauer', 'michellepfeiffer', 'alfredmolina', 'johnwood']",richarddonner,"['moon', 'monk', 'swordplay', 'bishop', 'cathedral']","['adventure', 'drama', 'fantasy', 'romance']",moon monk swordplay bishop cathedral matthewbroderick rutgerhauer michellepfeiffer alfredmolina johnwood richarddonner adventure drama fantasy romance
2176,Simon Birch,"['jimcarrey', 'ashleyjudd', 'ianmichaelsmith', 'josephmazzello', 'oliverplatt']",markstevenjohnson,['illegitimateson'],"['comedy', 'drama', 'family']",illegitimateson jimcarrey ashleyjudd ianmichaelsmith josephmazzello oliverplatt markstevenjohnson comedy drama family
2177,Reign Over Me,"['adamsandler', 'doncheadle', 'jadapinkettsmith', 'livtyler', 'saffronburrows']",mikebinder,"['confidence', 'trauma', ""leavingone'sfamily"", 'childhoodmemory', 'airplane']",['drama'],confidence trauma leavingone'sfamily childhoodmemory airplane adamsandler doncheadle jadapinkettsmith livtyler saffronburrows mikebinder drama
2178,Into the Wild,"['emilehirsch', 'marciagayharden', 'williamhurt', 'jenamalone', 'brianh.dierker']",seanpenn,"['malenudity', 'parentskidsrelationship', 'camping', 'cuttingthecord', 'self-discovery']","['adventure', 'drama']",malenudity parentskidsrelationship camping cuttingthecord self-discovery emilehirsch marciagayharden williamhurt jenamalone brianh.dierker seanpenn adventure drama
2179,School for Scoundrels,"['billybobthornton', 'jonheder', 'jacindabarrett', 'sarahsilverman', 'michaelclarkeduncan']",toddphillips,"['date', 'competition', 'lovesickness', 'mentor', 'trafficpoliceman']","['comedy', 'drama', 'romance']",date competition lovesickness mentor trafficpoliceman billybobthornton jonheder jacindabarrett sarahsilverman michaelclarkeduncan toddphillips comedy drama romance
2180,Silent Hill: Revelation 3D,"['adelaideclemens', 'kitharington', 'seanbean', 'carrie-annemoss', 'radhamitchell']",michaelj.bassett,"['femaleprotagonist', 'anotherdimension', 'basedonvideogame', 'mall', 'occultritual']","['thriller', 'horror', 'mystery']",femaleprotagonist anotherdimension basedonvideogame mall occultritual adelaideclemens kitharington seanbean carrie-annemoss radhamitchell michaelj.bassett thriller horror mystery
2181,From Dusk Till Dawn,"['georgeclooney', 'quentintarantino', 'harveykeitel', 'juliettelewis', 'ernestliu']",robertrodriguez,"['dancing', 'brotherbrotherrelationship', 'sexualobsession', 'showdown', 'sheriff']","['horror', 'action', 'thriller', 'crime']",dancing brotherbrotherrelationship sexualobsession showdown sheriff georgeclooney quentintarantino harveykeitel juliettelewis ernestliu robertrodriguez horror action thriller crime
2182,Pooh's Heffalump Movie,"['jimcummings', 'johnfiedler', 'nikitahopkins', 'kathsoucie', 'kensansom']",franknissen,[],"['animation', 'family']", jimcummings johnfiedler nikitahopkins kathsoucie kensansom franknissen animation family
2183,Home for the Holidays,"['hollyhunter', 'robertdowneyjr.', 'annebancroft', 'charlesdurning', 'clairedanes']",jodiefoster,"['baltimore', 'thanksgiving', 'familyclan', 'familyconflict', 'generationsconflict']","['comedy', 'drama', 'romance']",baltimore thanksgiving familyclan familyconflict generationsconflict hollyhunter robertdowneyjr. annebancroft charlesdurning clairedanes jodiefoster comedy drama romance
2184,Kung Fu Hustle,"['stephenchow', 'yuenwah', 'yuenqiu', 'lamtze-chung', 'huangsheng-yi']",stephenchow,"['kungfu', 'magic', 'mafia', 'defense', 'gangster']","['action', 'comedy', 'crime', 'fantasy']",kungfu magic mafia defense gangster stephenchow yuenwah yuenqiu lamtze-chung huangsheng-yi stephenchow action comedy crime fantasy
2185,The Country Bears,"['haleyjoelosment', 'diedrichbader', 'candyford', 'jamesgammon', 'bradgarrett']",peterhastings,"['humananimalrelationship', 'musical', 'clowning', 'bear', 'socialsatire']","['adventure', 'comedy', 'family']",humananimalrelationship musical clowning bear socialsatire haleyjoelosment diedrichbader candyford jamesgammon bradgarrett peterhastings adventure comedy family
2186,The Kite Runner,"['khalidabdalla', 'atossaleoni', 'shauntoub', 'zekeriaebrahimi', 'ahmadkhanmahmoodzada']",marcforster,"['1970s', 'afghanistan', 'hanggliding', 'warinafghanistan', 'taliban']",['drama'],1970s afghanistan hanggliding warinafghanistan taliban khalidabdalla atossaleoni shauntoub zekeriaebrahimi ahmadkhanmahmoodzada marcforster drama
2187,21 Grams,"['seanpenn', 'naomiwatts', 'beniciodeltoro', 'dannyhuston', 'carlynahon']",alejandrogonzáleziñárritu,"['lifeanddeath', 'transplantation', 'suicideattempt', 'desperation', 'lossoffamily']","['drama', 'crime', 'thriller']",lifeanddeath transplantation suicideattempt desperation lossoffamily seanpenn naomiwatts beniciodeltoro dannyhuston carlynahon alejandrogonzáleziñárritu drama crime thriller
2188,Paparazzi,"['colehauser', 'robintunney', 'dennisfarina', 'danielbaldwin', 'tomsizemore']",paulabascal,['independentfilm'],"['action', 'drama', 'thriller']",independentfilm colehauser robintunney dennisfarina danielbaldwin tomsizemore paulabascal action drama thriller
2189,A Guy Thing,"['jasonlee', 'juliastiles', 'selmablair', 'jamesbrolin', 'shawnhatosy']",chriskoch,"['infidelity', 'bachelor', 'blackmail', 'fantasy', 'truth']","['comedy', 'romance']",infidelity bachelor blackmail fantasy truth jasonlee juliastiles selmablair jamesbrolin shawnhatosy chriskoch comedy romance
2190,Loser,"['jasonbiggs', 'menasuvari', 'zakorth', 'thomassadoski', 'jimmisimpson']",amyheckerling,"['college', 'lostandfound', 'olderbrotheryoungersister', 'womandirector', 'youngadult']","['drama', 'comedy', 'romance', 'family']",college lostandfound olderbrotheryoungersister womandirector youngadult jasonbiggs menasuvari zakorth thomassadoski jimmisimpson amyheckerling drama comedy romance family
2191,Capitalism: A Love Story,"['michaelmoore', 'thorabirch', 'williamblack', 'elijahcummings', 'baronhill']",michaelmoore,"['usa', 'capitalism', 'capitalist', 'wallstreet', 'criticismandblame']",['documentary'],usa capitalism capitalist wallstreet criticismandblame michaelmoore thorabirch williamblack elijahcummings baronhill michaelmoore documentary
2192,The Greatest Story Ever Told,"['maxvonsydow', 'michaelandersonjr.', 'carrollbaker', 'inabalin', 'victorbuono']",georgestevens,"['jesuschrist', 'biography', 'epic']","['drama', 'history']",jesuschrist biography epic maxvonsydow michaelandersonjr. carrollbaker inabalin victorbuono georgestevens drama history
2193,Secret in Their Eyes,"['chiwetelejiofor', 'nicolekidman', 'juliaroberts', 'deannorris', 'lyndonsmith']",billyray,"['fbi', 'missingchild']","['crime', 'drama', 'mystery']",fbi missingchild chiwetelejiofor nicolekidman juliaroberts deannorris lyndonsmith billyray crime drama mystery
2194,Disaster Movie,"['mattlanter', 'vanessalachey', 'nicoleariparker', 'cristaflanagan', ""gary'g.thang'johnson""]",jasonfriedberg,"['naturaldisaster', 'violence', 'mortaldanger', 'duringcreditsstinger']","['action', 'comedy']",naturaldisaster violence mortaldanger duringcreditsstinger mattlanter vanessalachey nicoleariparker cristaflanagan gary'g.thang'johnson jasonfriedberg action comedy
2195,Armored,"['columbusshort', 'laurencefishburne', 'skeetulrich', 'amaurynolasco', 'mattdillon']",nimródantal,"['robbery', 'homelessperson', 'bank', 'armoredcar', 'truck']","['action', 'crime', 'drama', 'thriller']",robbery homelessperson bank armoredcar truck columbusshort laurencefishburne skeetulrich amaurynolasco mattdillon nimródantal action crime drama thriller
2196,The Man Who Knew Too Little,"['billmurray', 'petergallagher', 'joannewhalley', 'alfredmolina', 'richardwilson']",jonamiel,"['londonengland', 'bomb', 'brotherbrotherrelationship', 'helicopter', 'basedonnovel']","['comedy', 'thriller', 'crime', 'action']",londonengland bomb brotherbrotherrelationship helicopter basedonnovel billmurray petergallagher joannewhalley alfredmolina richardwilson jonamiel comedy thriller crime action
2197,What's Your Number?,"['chrisevans', 'annafaris', 'martinfreeman', 'chrispratt', 'arigraynor']",markmylod,"['basedonnovel', 'loser', 'magazine', 'womanizer', 'mission']","['comedy', 'romance']",basedonnovel loser magazine womanizer mission chrisevans annafaris martinfreeman chrispratt arigraynor markmylod comedy romance
2198,Lockout,"['guypearce', 'maggiegrace', 'josephgilgun', 'lenniejames', 'peterstormare']",stephenst.leger,"['usapresident', 'antihero', 'dementia', 'future', 'space']","['action', 'thriller', 'sciencefiction']",usapresident antihero dementia future space guypearce maggiegrace josephgilgun lenniejames peterstormare stephenst.leger action thriller sciencefiction
2199,Envy,"['benstiller', 'jackblack', 'rachelweisz', 'christopherwalken', 'amypoehler']",barrylevinson,"['jealousy', 'inventor', 'neighbor', 'bestfriend', 'milliionaire']",['comedy'],jealousy inventor neighbor bestfriend milliionaire benstiller jackblack rachelweisz christopherwalken amypoehler barrylevinson comedy
2200,Crank: High Voltage,"['jasonstatham', 'amysmart', 'dwightyoakam', 'efrenramirez', 'julannechidihill']",briantaylor,"['femalenudity', 'prostitute', 'horserace', 'heart', 'stripclub']","['action', 'thriller', 'crime']",femalenudity prostitute horserace heart stripclub jasonstatham amysmart dwightyoakam efrenramirez julannechidihill briantaylor action thriller crime
2201,Bullets Over Broadway,"['johncusack', 'diannewiest', 'jennifertilly', 'chazzpalminteri', 'mary-louiseparker']",woodyallen,"['lover(female)', 'talent', 'mafiaboss', 'author']","['action', 'comedy', 'thriller']",lover(female) talent mafiaboss author johncusack diannewiest jennifertilly chazzpalminteri mary-louiseparker woodyallen action comedy thriller
2202,One Night with the King,"['tiffanydupont', ""petero'toole"", 'lukegoss', 'johnnoble', 'omarsharif']",michaelo.sajbel,"['basedonnovel', 'persia', 'queen', 'esther']",['drama'],basedonnovel persia queen esther tiffanydupont petero'toole lukegoss johnnoble omarsharif michaelo.sajbel drama
2203,The Quiet American,"['michaelcaine', 'brendanfraser', 'đỗthịhảiyến', 'tzima', 'radeserbedzija']",phillipnoyce,"['terror', 'journalist', 'lover(female)', 'saigon', 'indochina']","['drama', 'action', 'thriller', 'romance']",terror journalist lover(female) saigon indochina michaelcaine brendanfraser đỗthịhảiyến tzima radeserbedzija phillipnoyce drama action thriller romance
2204,The Weather Man,"['nicolascage', 'michaelcaine', 'hopedavis', 'gemmennedelapeña', 'nicholashoult']",goreverbinski,"['newyork', 'chicago', 'midlifecrisis', 'television', 'daughter']","['comedy', 'drama']",newyork chicago midlifecrisis television daughter nicolascage michaelcaine hopedavis gemmennedelapeña nicholashoult goreverbinski comedy drama
2205,Undisputed,"['wesleysnipes', 'vingrhames', 'peterfalk', 'michaelrooker', 'jonseda']",walterhill,['sport'],"['action', 'adventure', 'drama', 'thriller']",sport wesleysnipes vingrhames peterfalk michaelrooker jonseda walterhill action adventure drama thriller
2206,Ghost Town,"['rickygervais', 'gregkinnear', 'téaleoni', 'billycampbell', 'jordancarlos']",davidkoepp,"['dyinganddeath', 'misanthrope', 'lecture', 'cardiopulmoneryresuscitation']","['comedy', 'fantasy', 'romance']",dyinganddeath misanthrope lecture cardiopulmoneryresuscitation rickygervais gregkinnear téaleoni billycampbell jordancarlos davidkoepp comedy fantasy romance
2207,12 Rounds,"['johncena', 'aidangillen', 'ashleyscott', 'steveharris', 'brianj.white']",rennyharlin,"['police', 'cops', 'catandmouse', 'family', 'revengedrama']","['action', 'adventure', 'drama', 'thriller']",police cops catandmouse family revengedrama johncena aidangillen ashleyscott steveharris brianj.white rennyharlin action adventure drama thriller
2208,Let Me In,"['kodismit-mcphee', 'chloëgracemoretz', 'richardjenkins', 'eliaskoteas', 'sashabarrese']",mattreeves,"['vampire', 'childvampire', 'remake', 'bully', 'youngboy']","['drama', 'horror', 'mystery']",vampire childvampire remake bully youngboy kodismit-mcphee chloëgracemoretz richardjenkins eliaskoteas sashabarrese mattreeves drama horror mystery
2209,3 Ninjas Kick Back,"['victorwong', 'maxelliottslade', 'seanfox', 'j.evanbonifant', 'carolinejunkoking']",charlest.kanganis,"['underdog', 'hero', 'friendship', 'treasurehunt', 'friends']","['adventure', 'action', 'comedy', 'family']",underdog hero friendship treasurehunt friends victorwong maxelliottslade seanfox j.evanbonifant carolinejunkoking charlest.kanganis adventure action comedy family
2210,Be Kind Rewind,"['jackblack', 'yasiinbey', 'dannyglover', 'miafarrow', 'marcuscarlfranklin']",michelgondry,"['camcorder', 'videoband', 'delusion', 'nuclearpowerplant', 'videostore']","['drama', 'comedy']",camcorder videoband delusion nuclearpowerplant videostore jackblack yasiinbey dannyglover miafarrow marcuscarlfranklin michelgondry drama comedy
2211,Mrs Henderson Presents,"['judidench', 'bobhoskins', 'willyoung', 'christopherguest', 'kellyreilly']",stephenfrears,"['worldwarii', 'widow', 'musical', 'theatremilieu', 'nacktrevue']","['comedy', 'drama']",worldwarii widow musical theatremilieu nacktrevue judidench bobhoskins willyoung christopherguest kellyreilly stephenfrears comedy drama
2212,Triple 9,"['caseyaffleck', 'chiwetelejiofor', 'woodyharrelson', 'katewinslet', 'anthonymackie']",johnhillcoat,"['heist', 'betrayal', 'dirtycop']","['action', 'thriller']",heist betrayal dirtycop caseyaffleck chiwetelejiofor woodyharrelson katewinslet anthonymackie johnhillcoat action thriller
2213,Deconstructing Harry,"['woodyallen', 'kirstiealley', 'billycrystal', 'judydavis', 'carolineaaron']",woodyallen,"['newyork', ""writer'sblock"", 'insanity', 'independentfilm', 'author']","['comedy', 'drama']",newyork writer'sblock insanity independentfilm author woodyallen kirstiealley billycrystal judydavis carolineaaron woodyallen comedy drama
